,id,crew_job,crew_name
20735,64875,Director,Michael O'Herlihy
20736,44895,Director,Michael Addis
20737,25290,Director,Christopher Frank
20738,3052,Director,Alexander Mackendrick
20739,412109,Director,René Pinnell
20739,412109,Director,Claire Huie
20740,84171,Director,Timothy Greenfield-Sanders
20741,51167,Director,Shane Edelman
20743,81579,Director,Lisa Leeman
20744,44671,Director,Marshall Curry
20745,89049,Director,Jean-Xavier de Lestrade
20746,124080,Director,Treva Wurmfeld
20747,54994,Director,Adrian Grenier
20748,202132,Director,Steven Pressman
20749,75612,Director,Joseph Kosinski
20750,100089,Director,Joseph J. Lawson
20751,92484,Director,Dennis Gansel
20752,55956,Director,Takashi Miike
20753,171337,Director,Gabriele Salvatores
20754,59963,Director,John Stockwell
20755,198001,Director,Joan Micklin Silver
20756,84179,Director,Stacy Peralta
20757,60281,Director,Terrence Malick
20758,109410,Director,Brian Helgeland
20759,293089,Director,Veikko Aaltonen
20760,85510,Director,Frank Perry
20761,86577,Director,Roko Belic
20762,125140,Director,Roland Reber
20763,417399,Director,Sakari Rimminen
20764,62325,Director,Johnny O'Hara
20764,62325,Director,Duane Baughman
20765,76809,Director,Tatsumi Kumashiro
20766,117534,Director,Felipe Joffily
20767,24527,Director,Godfrey Ho
20768,60573,Director,Robert Greenwald
20769,43314,Director,Joseph H. Lewis
20770,34269,Director,William A. Wellman
20771,96090,Director,Debbie Lum
20772,126250,Director,Susanne Bier
20773,140448,Director,David Redmon
20773,140448,Director,Ashley Sabin
20774,78056,Director,Davis Guggenheim
20775,103707,Director,Mike Clattenburg
20776,32599,Director,Paul Mazursky
20778,110420,Director,Mamoru Hosoda
20779,50221,Director,Lucy Bailey
20779,50221,Director,Andrew Thompson
20780,62472,Director,Ishirô Honda
20781,56419,Director,Robert Uth
20782,37757,Director,Andrew Kasch
20782,37757,Director,Daniel Farrands
20783,127517,Director,Henry Alex Rubin
20784,186606,Director,Ryan Perez
20785,46451,Director,Andrew Drazek
20786,81623,Director,Carlos César Arbeláez
20787,65646,Director,Jean Delannoy
20788,43023,Director,John Lemont
20789,43113,Director,Ishirô Honda
20790,4258,Director,Malcolm D. Lee
20791,40864,Director,Zaida Bergroth
20792,102001,Director,Abbas Kiarostami
20793,13647,Director,Jay Oliva
20793,13647,Director,Patrick Archibald
20794,63686,Director,Sam Liu
20795,78432,Director,Miraz Bezar
20796,42699,Director,Kim Ki-duk
20797,92837,Director,Greg MacGillivray
20798,134374,Director,Michael Bay
20799,74394,Director,Susan Jacobson
20800,80384,Director,Craig Moss
20801,71508,Director,Jonathan Miller
20802,29886,Director,William Keighley
20803,31664,Director,Charles Barton
20804,169934,Director,Hiroshi Hamazaki
20805,15257,Director,Frank Paur
20806,30675,Director,Sam Liu
20807,137563,Director,Mark Christopher Covino
20807,137563,Director,Jeff Howlett
20808,176124,Director,David Boyd
20809,121606,Director,Aaron Moorhead
20809,121606,Director,Justin Benson
20810,84204,Director,Jon Wright
20811,106021,Director,Philipp Stölzl
20812,25693,Director,Joe Anderson
20812,25693,Director,Sean McEwen
20813,97767,Director,Jo Graham
20814,76589,Director,Lauren Montgomery
20815,229768,Director,Zach Ingrasci
20815,229768,Director,Sean Leonard
20815,229768,Director,Chris Temple
20816,44865,Director,Wong Kar-wai
20817,44692,Director,Curt Siodmak
20817,44692,Director,Herbert L. Strock
20818,82106,Director,Robert Z. Leonard
20819,110830,Director,Frans Nel
20820,183015,Director,Jenő Hódi
20821,179179,Director,Joe Gantz
20821,179179,Director,Harry Gantz
20822,221656,Director,Alfred Santell
20823,50787,Director,Jeff McQueen
20824,24133,Director,Adam Fields
20825,55524,Director,Edvin Laine
20826,36549,Director,James Kerwin
20827,130804,Director,Ilian Metev
20828,109414,Director,Seth Rogen
20828,109414,Director,Evan Goldberg
20829,68721,Director,Shane Black
20830,18089,Director,Jeremy Lovering
20831,42603,Director,Ken Russell
20832,128201,Director,Rob Stewart
20833,38453,Director,Hamilton MacFadden
20834,19688,Director,John Stockwell
20835,166076,Director,James Tucker
20837,36229,Director,Florian Hoffmeister
20838,77234,Director,Kasper Barfoed
20839,174321,Director,Craig Zisk
20840,179154,Director,D.J. Caruso
20841,91073,Director,Kim Tae-yong
20842,77221,Director,Jean-Jacques Annaud
20843,56584,Director,Robert Amram
20843,56584,Director,Rolf Forsberg
20844,23705,Director,Scott Wiper
20845,57849,Director,Norman Z. McLeod
20846,20181,Director,Uwe Boll
20847,2966,Director,Rod Hardy
20848,156306,Director,John G. Adolfi
20849,103731,Director,Jeff Nichols
20850,82662,Director,Giuliano Montaldo
20851,42587,Director,Harald Reinl
20852,32100,Director,Cliff Roquemore
20853,19989,Director,Craig R. Baxley
20854,96279,Director,Guy Ferland
20855,109669,Director,Jack Gold
20856,25117,Director,Chris Bould
20857,66209,Director,Chor Yuen
20858,64272,Director,Da Chiao Lin
20859,52225,Director,Peter de Baan
20860,70057,Director,Peter Chan
20861,88176,Director,Peter Lorre
20862,159011,Director,Greg Barker
20863,110272,Director,Donald Rice
20864,95755,Director,Jonas Åkerlund
20865,74257,Director,Tony Liu Chun-Ku
20866,58954,Director,Chor Yuen
20867,19156,Director,Liu Chia-Liang
20868,26693,Director,Ryuta Miyake
20869,36917,Director,Mari Asato
20870,56763,Director,Siao Lung
20871,31700,Director,Dorothy Ann Puzo
20872,101501,Director,Jason Stoddard
20873,165739,Director,David A. Armstrong
20874,53101,Director,Steven Kostanski
20875,25272,Director,Mario Muñoz
20876,106849,Director,David Giles
20877,172631,Director,Benjamin Epps
20878,105787,Director,Angelo Guglielmo
20879,53619,Director,Norman Taurog
20880,139463,Director,Charles Sturridge
20881,127728,Director,Jennifer Azano
20882,98541,Director,James Colquhoun
20882,98541,Director,Laurentine Ten Bosch
20883,48254,Director,Paolo Virzì
20884,106851,Director,David Giles
20885,53197,Director,Chris Marker
20886,112823,Director,Jean-Luc Godard
20887,108419,Director,Andy Warhol
20888,40852,Director,Fred Olen Ray
20889,45736,Director,Chang Cheh
20890,149961,Director,Chor Yuen
20891,64988,Director,Chor Yuen
20893,14921,Director,Jonathan Gershfield
20894,94901,Director,Stephen Elliott
20895,60540,Director,Kern Saxton
20896,77439,Director,Mun Chee Yong
20897,19568,Director,Robert Tinnell
20898,109962,Director,George Cukor
20899,191024,Director,Jeff Smith
20900,27699,Director,Jesús Franco
20901,101297,Director,Leslie Fenton
20902,21522,Director,Stephen Fung
20903,72525,Director,Aram Rappaport
20904,39889,Director,Guerdon Trueblood
20905,11119,Director,Geoff Murphy
20906,82501,Director,Paweł Pawlikowski
20907,183171,Director,Phil Rosen
20908,86023,Director,David Bailey
20909,64682,Director,Baz Luhrmann
20910,26293,Director,Barbara Stepansky
20911,100224,Director,Werner Herzog
20912,124085,Director,Djibril Diop Mambéty
20913,104871,Director,Jean-Marie Straub
20913,104871,Director,Danièle Huillet
20914,128847,Director,Phillip Neel
20914,128847,Director,David H. Jeffery
20915,61904,Director,H. Tjut Djalil
20916,8768,Director,Claude Miller
20917,31560,Director,Andrew L. Stone
20918,31715,Director,Spike Lee
20919,137474,Director,Sylvia Caminer
20920,84391,Director,Emily Hagins
20921,54138,Director,J.J. Abrams
20922,72834,Director,Kiyoshi Kurosawa
20923,208700,Director,Teruyoshi Uchimura
20924,118059,Director,King Vidor
20925,166773,Director,Scott L. Montoya
20926,278111,Director,Paul Cade
20927,137499,Director,Max McGuire
20928,60270,Director,Kieran Darcy-Smith
20929,39319,Director,Kanta Kamei
20930,123431,Director,Andy Capper
20931,116741,Director,Shawn Levy
20932,23112,Director,Abdullah Oguz
20933,48227,Director,Werner Herzog
20934,83664,Director,Fletcher Markle
20935,82594,Director,Jeffrey Schwarz
20936,55576,Director,Dick Lowry
20937,235373,Director,Nicolás Amelio-Ortiz
20938,28258,Director,George W. Hill
20939,39386,Director,Alain Berbérian
20940,42601,Director,Kihachi Okamoto
20941,21862,Director,Christian Forte
20942,149101,Director,Ben Sombogaart
20943,155596,Director,Masaki Kobayashi
20944,149155,Director,Haile Gerima
20945,37269,Director,Gil Junger
20946,458,Director,Ernst Marischka
20947,106388,Director,Basil Coleman
20948,134397,Director,Robert Fowler
20949,74460,Director,Leslie Small
20949,74460,Director,Chuck Vinson
20950,139933,Director,Xan Cassavetes
20951,128216,Director,Sarah Polley
20952,16150,Director,Luke Meyer
20952,16150,Director,Andrew Neel
20953,39333,Director,Chris Malloy
20954,41738,Director,Paul Marcus
20955,27861,Director,Georgiy Daneliya
20956,97686,Director,Chris James Thompson
20957,38875,Director,Magdalena Piekorz
20958,156236,Director,Philippe Le Guay
20959,168676,Director,Don Michael Paul
20960,64143,Director,Henry Koster
20961,20803,Director,Leonid Gayday
20962,194668,Director,Ric Burns
20963,133082,Director,Javier Rebollo
20964,83382,Director,Mastan Alibhai Burmawalla
20964,83382,Director,Abbas Alibhai Burmawalla
20965,83900,Director,Alexandre Bustillo
20965,83900,Director,Julien Maury
20966,77987,Director,Nicolas Winding Refn
20967,109439,Director,Todd Phillips
20968,81576,Director,Edmon Roch
20969,82992,Director,Justin Lin
20970,116711,Director,Chris Wedge
20971,197467,Director,Rod Holcomb
20972,44357,Director,Artavazd Peleshian
20973,86282,Director,Wang Bing
20974,84038,Director,Jean Renoir
20975,2077,Director,Charlie Chaplin
20976,197481,Director,Ivan Nagy
20977,54120,Director,Cle Shaheed Sloan
20978,152780,Director,Asghar Farhadi
20979,44546,Director,Philip Haas
20980,42151,Director,Ben Wheatley
20981,26146,Director,Chris Morris
20982,95771,Director,Haile Gerima
20983,55657,Director,Charles McDougall
20984,43357,Director,Arch Oboler
20985,119933,Director,Jack Gold
20986,28424,Director,Jodie Markell
20987,137182,Director,Felix Van Groeningen
20988,118931,Director,Hitoshi Takekiyo
20989,121725,Director,Takahisa Zeze
20990,100493,Director,Darren Lynn Bousman
20991,121986,Director,Noah Baumbach
20992,104755,Director,Rob Zombie
20993,18146,Director,Gordon Douglas
20994,70757,Director,Andi Rogenhagen
20995,94841,Director,Todd E. Freeman
20996,119675,Director,Steven Soderbergh
20997,128873,Director,Roberto Rossellini
20998,130824,Director,Jonas Mekas
20999,81534,Director,Srđan Dragojević
21000,60152,Director,Bruce LaBruce
21001,39193,Director,Steve Balderson
21003,106263,Director,Julie Brown
21003,106263,Director,Richard Wenk
21004,189650,Director,Charles Barton
21005,80034,Director,David Hogan
21006,108235,Director,Mark Jean
21007,86843,Director,Terry Dougas
21007,86843,Director,Nikki Frakes
21007,86843,Director,Will Hess
21008,123103,Director,Nicolás López
21009,166666,Director,Sherry Hormann
21010,167658,Director,Petri Luukkainen
21011,219781,Director,Virpi Suutari
21012,176182,Director,Andreas Dalsgaard
21013,51856,Director,Peter Watkins
21014,109455,Director,Tizza Covi
21014,109455,Director,Rainer Frimmel
21015,84302,Director,Armando Bo
21016,90873,Director,Don Argott
21016,90873,Director,Demian Fenton
21017,82700,Director,M. Night Shyamalan
21018,49343,Director,Harley Cokeliss
21019,185291,Director,Dore Schary
21020,111172,Director,Tom O'Brien
21021,99453,Director,Isaac Julien
21022,28271,Director,Peter Sasdy
21023,53405,Director,Charlie Chaplin
21024,75656,Director,Louis Leterrier
21025,77805,Director,Rob Epstein
21025,77805,Director,Jeffrey Friedman
21026,160758,Director,Gregory J. Corrado
21027,54894,Director,Jason Gary
21027,54894,Director,Greg Jacobson
21028,68297,Director,Paul Wilmshurst
21030,194121,Director,Paul Soter
21031,184125,Director,Uwe Boll
21032,118737,Director,Perry Bhandal
21033,74513,Director,Stéphane Rybojad
21034,103970,Director,Mike Stoklasa
21034,103970,Director,Jay Bauman
21035,38540,Director,Adrian Vitoria
21036,94326,Director,Douglas Tirola
21037,43938,Director,Edward Burns
21038,85431,Director,Sam Jaeger
21039,32596,Director,Alexander Korda
21040,42714,Director,Robert Ellis Miller
21041,124227,Director,Paul Wendkos
21042,63212,Director,Alain Cavalier
21043,40226,Director,Wellson Chin
21044,313972,Director,Gjergj Xhuvani
21045,97609,Director,Bob Byington
21046,387042,Director,Dan Jury
21046,387042,Director,Mark Jury
21047,176339,Director,Phillip Noyce
21048,63923,Director,Garin Nugroho
21049,133463,Director,Daniel Krige
21050,57981,Director,Martin Rejtman
21051,92620,Director,Kevin Hooks
21052,116811,Director,Peter Strickland
21053,147773,Director,Jim Rash
21053,147773,Director,Nat Faxon
21054,101998,Director,Laurent Cantet
21055,102331,Director,Mushon Salmona
21056,183672,Director,Melody Gilbert
21057,34977,Director,W.S. Van Dyke
21058,127884,Director,Makinov
21059,143567,Director,Hugo Gélin
21060,111083,Director,Oriol Paulo
21061,72660,Director,Daniel Ribeiro
21062,91739,Director,Joss Whedon
21063,105526,Director,Travis Fine
21064,56500,Director,Stefan Jarl
21064,56500,Director,Jan Lindkvist
21065,50158,Director,Zabou Breitman
21066,53392,Director,Charlie Chaplin
21067,49521,Director,Zack Snyder
21068,53411,Director,Charlie Chaplin
21069,156700,Director,Jordan Vogt-Roberts
21070,65521,Director,Luv Ranjan
21071,85047,Director,Anu Menon
21072,87567,Director,Justin Zackham
21073,128215,Director,Michael McGowan
21074,121873,Director,Margarethe von Trotta
21075,75945,Director,Gustavo Loza
21076,121446,Director,Jeffrey Kimball
21077,144481,Director,Jeffrey Roth
21078,233805,Director,Giacomo Campiotti
21079,158015,Director,James DeMonaco
21080,182499,Director,Rodney Gibbons
21081,79201,Director,Mike Fleiss
21081,79201,Director,Mike Piscitelli
21082,121677,Director,Mira Nair
21083,174188,Director,Paul Middleditch
21084,97562,Director,Erik Eger
21084,97562,Director,Magnus Oliv
21085,135317,Director,Florian Opitz
21086,51844,Director,Gaël Morel
21087,40244,Director,Cyril Frankel
21088,52034,Director,Shinya Tsukamoto
21089,159014,Director,Morgan Neville
21090,84765,Director,Kidlat Tahimik
21091,25111,Director,Tommy Chong
21093,91334,Director,Marilyn Ness
21094,105965,Director,Lev L. Spiro
21095,39279,Director,David Prior
21096,224600,Director,Sam Wanamaker
21097,250625,Director,Andrzej Krakowski
21098,96936,Director,Sofia Coppola
21099,6636,Director,Pablo Fendrik
21100,62211,Director,Dan Scanlon
21101,388046,Director,Jorge Costa
21102,192538,Director,Farren Blackburn
21103,112161,Director,Blayne Weaver
21104,88057,Director,Jonathan Sobol
21105,51795,Director,John Pilger
21105,51795,Director,Alan Lowery
21106,160085,Director,Matthias Schweighöfer
21106,160085,Director,Torsten Künstler
21107,104739,Director,Chantal Akerman
21108,131478,Director,Manoel de Oliveira
21109,167494,Director,Ritwik Ghatak
21110,119838,Director,Herbert Wise
21111,35862,Director,Thierry Zéno
21112,39544,Director,Shinsuke Sato
21113,96599,Director,Megan Griffiths
21114,68556,Director,Everardo Gout
21115,84198,Director,Kristi Jacobson
21115,84198,Director,Lori Silverbush
21116,80518,Director,Kazuya Murata
21117,201485,Director,Robert Taleghany
21118,103620,Director,Franck Khalfoun
21119,120292,Director,Peter Templeman
21120,128124,Director,Anita Doron
21121,108726,Director,Chandran Rutnam
21122,68726,Director,Guillermo del Toro
21123,177271,Director,Jon Burton
21124,152742,Director,Giuseppe Tornatore
21125,138907,Director,Coley Sohn
21126,141955,Director,Jacques Charon
21127,118998,Director,Daniel Mann
21128,53928,Director,Jeff Kanew
21129,72190,Director,Marc Forster
21130,68724,Director,Neill Blomkamp
21131,159004,Director,Rick Rowley
21132,82134,Director,Sheldon Larry
21133,41586,Director,Charles T. Kanganis
21134,59584,Director,James Tinling
21135,126337,Director,Brent McCorkle
21136,38178,Director,Prince
21136,38178,Director,Albert Magnoli
21137,39982,Director,Jeff Lieberman
21138,159154,Director,Alex Gibney
21139,127373,Director,Scott McGehee
21139,127373,Director,David Siegel
21140,31221,Director,Stephen Shimek
21141,185562,Director,Leander Haußmann
21141,185562,Director,Sven Regener
21142,106049,Director,Scott Thurman
21143,58293,Director,Roy Ward Baker
21144,262528,Director,Frank McDonald
21145,137037,Director,Werner Schroeter
21146,125374,Director,Noriaki Tsuchimoto
21147,126277,Director,Jen Soska
21147,126277,Director,Sylvia Soska
21148,130358,Director,Lloyd Kramer
21149,199687,Director,Sangeeth Sivan
21150,174772,Director,Sebastián Cordero
21151,67272,Director,Fredrik Lindström
21152,179826,Director,Stephen Sommers
21153,180050,Director,Cristi Puiu
21154,101449,Director,Jay Karas
21155,42527,Director,Harry Hurwitz
21156,120303,Director,Fernando Méndez
21157,153420,Director,Kazuyuki Shibuya
21158,55655,Director,Peter Liechti
21159,83342,Director,Özgür Yildirim
21160,93456,Director,Pierre Coffin
21160,93456,Director,Chris Renaud
21161,117251,Director,Roland Emmerich
21162,107985,Director,Edgar Wright
21163,118690,Director,Paul Angunawela
21164,119916,Director,John Gorrie
21165,139329,Director,Feng Xiaogang
21167,136418,Director,Steven Knight
21168,167726,Director,Teresa Fabik
21169,86410,Director,Maurizio del Piccolo
21169,86410,Director,Roberto del Piccolo
21169,86410,Director,Trevor Gittings
21170,136795,Director,Paul Feig
21171,128276,Director,Stuart Urban
21172,120555,Director,Ken Annakin
21173,44646,Director,Imran Naqvi
21174,57201,Director,Gore Verbinski
21175,121936,Director,James Huth
21176,80597,Director,Robin Hessman
21177,193878,Director,George Marshall
21178,25789,Director,Mikael Salomon
21179,80368,Director,Freddie Francis
21180,117377,Director,Patrik Eklund
21181,117530,Director,Māris Martinsons
21182,31460,Director,Bix Skahill
21184,151085,Director,Lois Weber
21185,72140,Director,Harvey Frost
21186,120892,Director,Clarence Brown
21187,35381,Director,Simon Wincer
21188,124157,Director,Dong-hun Choi
21189,81167,Director,Robert B. Weide
21190,77449,Director,Jung Sik
21190,77449,Director,Jung Bum-shik
21191,109099,Director,Brian De Palma
21192,159032,Director,Mike Lerner
21192,159032,Director,Maxim Pozdorovkin
21193,29751,Director,Steven Smith
21194,44909,Director,John Carl Buechler
21195,30654,Director,Jim Wynorski
21196,127872,Director,Mikael Marcimain
21197,38429,Director,Jon Alpert
21197,38429,Director,Ellen Goosenberg Kent
21198,124071,Director,Matthew Cooke
21199,82447,Director,Lasse Åberg
21200,155055,Director,Tim Fywell
21201,24935,Director,Ellory Elkayem
21202,159117,Director,Eduardo Sánchez
21202,159117,Director,Gregg Hale
21202,159117,Director,Simon Barrett
21202,159117,Director,Adam Wingard
21202,159117,Director,Jason Eisener
21202,159117,Director,Gareth Evans
21202,159117,Director,Timo Tjahjanto
21203,24939,Director,Ellory Elkayem
21204,45556,Director,Brian Trenchard-Smith
21205,159005,Director,Dawn Porter
21206,119844,Director,Jack Gold
21207,136386,Director,Jesse Lawrence
21208,141733,Director,Peter Wellington
21209,43562,Director,Raoul Walsh
21210,359010,Director,Harry L. Fraser
21211,36796,Director,Sam Firstenberg
21212,26018,Director,James Colquhoun
21213,20223,Director,Fernando Sariñana
21214,19506,Director,Fumihiko Sori
21215,22765,Director,Andrew V. McLaglen
21216,57209,Director,Roman Karimov
21217,108209,Director,Roy Del Ruth
21218,157386,Director,James Ponsoldt
21219,112200,Director,Stuart Blumberg
21220,157375,Director,Liz W. Garcia
21221,154779,Director,Emiko Omori
21222,132064,Director,Taylor Sheridan
21223,112198,Director,Alexandre de La Patellière
21223,112198,Director,Matthieu Delaporte
21224,439056,Director,Seiji Izumi
21225,127846,Director,Tobias Lindholm
21226,179270,Director,Justin Salerian
21227,45875,Director,Dan Curtis
21228,193346,Director,Drew DeNicola
21228,193346,Director,Olivia Mori
21229,159166,Director,Sebastian Junger
21230,91063,Director,Stephanie Rothman
21231,116340,Director,Jared Moshe
21232,173210,Director,Alex Winter
21233,157115,Director,Chad Crawford Kinkle
21234,181649,Director,Walter Forde
21235,199327,Director,Pavel Parkhomenko
21236,126523,Director,Daniil Khrabrovitsky
21237,205321,Director,Anthony C. Ferrante
21238,106848,Director,Rodney Bennett
21240,178946,Director,Jay Chapman
21241,60824,Director,Patrick Bouchitey
21242,111969,Director,Josh Boone
21243,30963,Director,Randall Miller
21244,61198,Director,Mark Wexler
21245,404211,Director,Dean Parisot
21246,24646,Director,Lasse Åberg
21247,5898,Director,Adam Simon
21248,157354,Director,Ryan Coogler
21250,116432,Director,Jānis Streičs
21251,247749,Director,Aivars Freimanis
21253,101609,Director,Denis Delestrac
21254,132939,Director,William Witney
21255,206324,Director,Rakeysh Omprakash Mehra
21256,206851,Director,Nikhil Advani
21257,29345,Director,Thierry Notz
21258,133339,Director,Carl Schenkel
21259,149085,Director,Stephen Fung
21260,30183,Director,Gordon Douglas
21261,49524,Director,Robert Schwentke
21262,41180,Director,Eric Laneuville
21263,183011,Director,Jay Oliva
21264,62441,Director,James Strong
21265,197602,Director,Frederic Goode
21266,182127,Director,Herman Yau
21267,199420,Director,Wayne Kramer
21268,77663,Director,Mark Steven Johnson
21269,129507,Director,Shirish Kunder
21270,260156,Director,Erik Gandini
21270,260156,Director,Tarik Saleh
21271,100287,Director,Bente Milton
21271,100287,Director,Mikkel Stolt
21272,77173,Director,Vernon Sewell
21273,119928,Director,Colin Lowrey
21274,179111,Director,Ben Wheatley
21275,138843,Director,James Wan
21276,28698,Director,Richard Hawkins
21277,31122,Director,Will Zens
21278,54320,Director,William Eubank
21279,51481,Director,Melanie Mayron
21280,178809,Director,Jeff Renfroe
21281,79699,Director,Michael F. Sears
21282,23431,Director,Greg Osborne
21283,172847,Director,Kevin Goetz
21283,172847,Director,Michael Goetz
21284,39308,Director,Michael Carreras
21285,43980,Director,Bahram Beizai
21286,5646,Director,Russ Meyer
21287,209204,Director,Kate Davis
21287,209204,Director,David Heilbroner
21288,103173,Director,Fumihiko Sori
21289,87245,Director,René Clément
21290,174322,Director,Josh Fox
21291,216755,Director,Alex Gibney
21292,77950,Director,David Soren
21293,42871,Director,Phil Karlson
21294,173980,Director,Waymon Boone
21295,76170,Director,James Mangold
21296,191231,Director,Benjamin Carland
21297,17303,Director,Chris Stapp
21298,192990,Director,John Mills
21299,81581,Director,J. Clay Tweel
21300,159344,Director,Thomas Arslan
21301,75878,Director,Erik Gandini
21301,75878,Director,Tarik Saleh
21302,23368,Director,Erwin Wagenhofer
21303,47089,Director,Vicente Amorim
21304,159138,Director,Lucy Walker
21305,172533,Director,Joe Swanberg
21306,123261,Director,Eva Sørhaug
21307,159092,Director,Thomas Lennon
21307,159092,Director,Ben Garant
21308,146216,Director,Dean Parisot
21309,59558,Director,Y.K. Kim
21309,59558,Director,Woo-sang Park
21310,177221,Director,Jeremy Gardner
21311,198062,Director,Brad Copeland
21312,19593,Director,Bill Bixby
21313,47404,Director,Jacques Tourneur
21314,180948,Director,Mukunda Michael Dewil
21315,120393,Director,Jamshed Usmonov
21316,284231,Director,Pengau Nengo
21317,66753,Director,Maroun Bagdadi
21318,46729,Director,David Ray
21319,115046,Director,John Winter
21320,62843,Director,Otakar Vávra
21321,117209,Director,Algimantas Puipa
21322,144570,Director,Algimantas Puipa
21323,76043,Director,Shane O'Sullivan
21324,165213,Director,Park Hoon-Jung
21325,188468,Director,Mervyn LeRoy
21326,58291,Director,Anthony Wonke
21327,79850,Director,Pascal Rabaté
21328,192126,Director,Chadd Harbold
21329,160139,Director,Bille August
21330,117856,Director,Bruce Davison
21331,65435,Director,Jeremy Earp
21331,65435,Director,Adriana Barbaro
21332,27957,Director,Levent Semerci
21333,83566,Director,Aaron Newman
21334,173938,Director,Tony Coleman
21335,138308,Director,George Sherman
21336,136400,Director,Baltasar Kormákur
21337,127905,Director,Nina Davenport
21338,125164,Director,João Salaviza
21339,77728,Director,Laurent Boutonnat
21340,17275,Director,Gavin Claxton
21341,238748,Director,Tommy Lee Wallace
21342,74310,Director,Danfung Dennis
21343,151743,Director,Xu Zheng
21344,168138,Director,Àlex Pastor
21344,168138,Director,David Pastor
21345,157016,Director,Penny Lane
21346,85984,Director,Shari Springer Berman
21346,85984,Director,Robert Pulcini
21347,89325,Director,Lawrence Kasdan
21348,160588,Director,Woody Allen
21349,153738,Director,Richard Raaphorst
21350,179144,Director,Paolo Sorrentino
21351,31354,Director,Guillaume Canet
21352,28173,Director,Lloyd Kaufman
21352,28173,Director,Michael Herz
21353,102867,Director,Elizabeth Mims
21353,102867,Director,Jason Tippet
21354,109729,Director,Paul Schrader
21355,26622,Director,Michael Apted
21356,77664,Director,Tony Cookson
21357,205798,Director,Jesse Vint
21358,43167,Director,George B. Seitz
21359,11144,Director,Michele Lupo
21360,11614,Director,Michele Lupo
21361,58447,Director,T. Fikret Uçak
21362,211587,Director,Dietrich Johnston
21363,244447,Director,Christy Cabanne
21364,22924,Director,Richard Fleischer
21365,205005,Director,Steve Skrovan
21366,121831,Director,Liz Garbus
21367,191619,Director,Larry Fessenden
21368,44796,Director,Peter Manoogian
21369,19154,Director,Kevin Tenney
21370,50277,Director,Steven Pearl
21371,26450,Director,Blair Treu
21372,77645,Director,Lee Sholem
21373,149856,Director,Francis Schaeffer
21374,83040,Director,Michael Galinsky
21374,83040,Director,Suki Hawley
21375,102234,Director,Anders Engström
21376,189242,Director,Aleksi Salmenperä
21377,185574,Director,Louis C.K.
21378,4548,Director,Josée Dayan
21379,76285,Director,Thor Freudenthal
21380,77931,Director,Raja Gosnell
21381,177699,Director,Declan Lowney
21382,23535,Director,Mark L. Lester
21383,158743,Director,Andrew Bujalski
21384,58218,Director,Jean Brismée
21385,121791,Director,Ziad Doueiri
21386,201676,Director,Jayson Thiessen
21387,30143,Director,Soji Yoshikawa
21387,30143,Director,Yasuo Ôtsuka
21388,89345,Director,Ralph E. Portillo
21389,205985,Director,Ron Davis
21392,147276,Director,J.C. Reifenberg
21393,42502,Director,Luis Buñuel
21394,76544,Director,Keanu Reeves
21395,38120,Director,Edward L. Cahn
21396,36089,Director,Fred F. Sears
21397,113148,Director,David Gordon Green
21398,44545,Director,Fred F. Sears
21399,21683,Director,Curt Geda
21399,21683,Director,Tim Maltby
21400,65291,Director,Lauren Montgomery
21400,65291,Director,Jay Oliva
21400,65291,Director,Christopher Berkeley
21401,35919,Director,Edward L. Cahn
21402,39027,Director,Rick King
21403,212994,Director,Werner Herzog
21404,50346,Director,Albert Pyun
21405,61954,Director,Spiro Razatos
21406,138832,Director,Rawson Marshall Thurber
21407,157862,Director,Robert Houston
21408,39957,Director,Carlos Brooks
21409,109418,Director,Dennis Dugan
21410,211830,Director,Jason Scott Sadofsky
21411,212927,Director,Wendy Jo Carlton
21412,110410,Director,Johnnie To
21413,18851,Director,Elliott Nugent
21414,259808,Director,Andy Wolk
21415,97008,Director,Kristin Canty
21416,59859,Director,Jeff Wadlow
21417,87421,Director,David Twohy
21418,151960,Director,Klay Hall
21419,54266,Director,Kenji Misumi
21420,59589,Director,Herbert I. Leeds
21421,155751,Director,George B. Seitz
21423,59735,Director,Armand Mastroianni
21424,158999,Director,Gabriela Cowperthwaite
21425,115348,Director,Robert Luketic
21426,124091,Director, Davide Manuli
21427,27003,Director,Roy William Neill
21428,149870,Director,Hayao Miyazaki
21429,24631,Director,Neele Leana Vollmar
21430,81780,Director,Juan Vicente Córdoba
21431,26158,Director,Andrew Marton
21432,198210,Director,Olatunde Osunsanmi
21433,204128,Director,Mai Zetterling
21434,115782,Director,Joshua Michael Stern
21435,65958,Director,Édouard Molinaro
21436,215134,Director,Michael Apted
21437,123553,Director,Harald Zwart
21438,113362,Director,Chanoch Ze'evi
21439,98412,Director,Jess Feast
21440,47559,Director,Justin Chadwick
21441,154282,Director,Lynn Shelton
21442,92506,Director,Ross Ashcroft
21443,184020,Director,Danièle Thompson
21444,72968,Director,Aleksandr Rou
21445,132363,Director,Lee Daniels
21446,157360,Director,Lake Bell
21448,54133,Director,Ovidio G. Assonitis
21449,62755,Director,Monte Hellman
21450,159622,Director,Cullen Hoback
21451,174346,Director,Alex Meillier
21452,45109,Director,Michael DeLuise
21453,128133,Director,Jem Cohen
21454,152748,Director,David Lowery
21455,133108,Director,Ryan Richmond
21456,200063,Director,Hans Fjellestad
